name_x,abv,ibu,style,ounces,name_y,city,state
IPA #11,0.057,58,American IPA,16,Cheboygan Brewing Company,Cheboygan, MI
Blood Orange Honey,0.057,10,Fruit / Vegetable Beer,16,Cheboygan Brewing Company,Cheboygan, MI
Bay of Bengal Double IPA (2014),0.089,126,American Double / Imperial IPA,12,Christian Moerlein Brewing Company,Cincinnati, OH
Churchkey Pilsner Style Beer,0.049,29,American Pilsner,12,Churchkey Can Company,Seattle, WA
Cubano Espresso,0.055,25,Bock,12,Cigar City Brewing Company,Tampa, FL
Operation Homefront,0.062,65,American IPA,12,Cigar City Brewing Company,Tampa, FL
Wandering Pelican,0.082,65,American Black Ale,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Hop #529),0.07,60,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Calypso),0.07,60,American IPA,12,Cigar City Brewing Company,Tampa, FL
Dry-Hopped On The High Seas Caribbean-Style IPA,0.07,60,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Citra),0.07,60,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Ahtanum),0.07,60,American IPA,12,Cigar City Brewing Company,Tampa, FL
Humidor Series India Pale Ale,0.075,70,American IPA,12,Cigar City Brewing Company,Tampa, FL
Jai Alai IPA Aged on White Oak,0.075,70,American IPA,12,Cigar City Brewing Company,Tampa, FL
José Martí American Porter,0.08,65,American Porter,12,Cigar City Brewing Company,Tampa, FL
Maduro Brown Ale,0.055,25,English Brown Ale,12,Cigar City Brewing Company,Tampa, FL
Tocobaga Red Ale,0.072,75,American Amber / Red Ale,12,Cigar City Brewing Company,Tampa, FL
Jai Alai IPA,0.075,70,American IPA,12,Cigar City Brewing Company,Tampa, FL
Florida Cracker Belgian Wit,0.05,18,Witbier,12,Cigar City Brewing Company,Tampa, FL
Jacaranada Rye IPA,0.067,60,American IPA,16,Claremont Craft Ales,Claremont, CA
Cascadian Dark Ale,0.06,75,American Black Ale,12,Coalition Brewing Company,Portland, OR
Wheat the People,0.044,13,American Pale Wheat Ale,16,Coalition Brewing Company,Portland, OR
Tybee Island Blonde,0.047,17,American Blonde Ale,12,Coastal Empire Beer Company,Savannah, GA
Savannah Brown Ale,0.062,55,American Brown Ale,12,Coastal Empire Beer Company,Savannah, GA
Rhode Island Blueberry,0.046,11,Kölsch,12,Coastal Extreme Brewing Company,Newport, RI
Newport Storm IPA,0.065,75,American IPA,12,Coastal Extreme Brewing Company,Newport, RI
Hurricane Amber Ale (2004),0.052,24,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI
Hurricane Amber Ale,0.052,24,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI
Des Moines IPA,0.068,75,American IPA,16,Confluence Brewing Company,Des Moines, IA
Capital Gold Golden Lager,0.048,22,German Pilsener,16,Confluence Brewing Company,Des Moines, IA
Farmer John's Multi-Grain Ale,0.056,21,American Blonde Ale,16,Confluence Brewing Company,Des Moines, IA
Crabtree Oatmeal Stout,0.075,29,Oatmeal Stout,16,Crabtree Brewing Company,Greeley, CO
Eclipse Black IPA,0.077,71,American Black Ale,16,Crabtree Brewing Company,Greeley, CO
Neomexicanus Native,0.06,46,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO
Old Soul,0.075,25,Belgian Strong Pale Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Lava Lake Wit,0.052,15,Witbier,12,Crazy Mountain Brewing Company,Edwards, CO
Crazy Mountain Amber Ale,0.052,25,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Tropicalia,0.065,65,American IPA,12,Creature Comforts,Athens, GA
Aviator Raspberry Blonde,0.049,25,American Blonde Ale,12,Crooked Fence Brewing Company,Garden City, ID
South Ridge Amber Ale,0.06,31,American Amber / Red Ale,16,Crystal Springs Brewing Company,Boulder, CO
Summertime Ale,0.052,23,Kölsch,16,Crystal Springs Brewing Company,Boulder, CO
The Tradition,0.05,15,American Blonde Ale,12,DC Brau Brewing Company,Washington, DC
El Hefe Speaks,0.053,11,Hefeweizen,12,DC Brau Brewing Company,Washington, DC
On the Wings of Armageddon,0.092,115,American Double / Imperial IPA,12,DC Brau Brewing Company,Washington, DC
The Corruption,0.065,80,American IPA,12,DC Brau Brewing Company,Washington, DC
Dead Armadillo Amber Ale,0.063,37,American Amber / Red Ale,12,Dead Armadillo Craft Brewing,Tulsa, OK
Oak Cliff Coffee Ale,0.075,33,American Brown Ale,12,Deep Ellum Brewing Company,Dallas, TX
Dream Crusher Double IPA,0.085,100,American Double / Imperial IPA,12,Deep Ellum Brewing Company,Dallas, TX
Farmhouse Wit,0.048,25,Saison / Farmhouse Ale,16,Deep Ellum Brewing Company,Dallas, TX
Dallas Blonde,0.052,23,American Blonde Ale,12,Deep Ellum Brewing Company,Dallas, TX
Deep Ellum IPA,0.07,70,American IPA,12,Deep Ellum Brewing Company,Dallas, TX
Thrasher Session India Pale Ale,0.045,44,American IPA,12,Defiance Brewing Company,Hays, KS
Gutch English Style Mild Ale,0.05,16,English Pale Mild Ale,12,Defiance Brewing Company,Hays, KS
Chuli Stout,0.059,55,Irish Dry Stout,12,Denali Brewing Company,Talkeetna, AK
Mother Ale,0.056,46,American Blonde Ale,12,Denali Brewing Company,Talkeetna, AK
Twister Creek India Pale Ale,0.065,71,American IPA,12,Denali Brewing Company,Talkeetna, AK
Single Engine Red,0.058,46,Irish Red Ale,12,Denali Brewing Company,Talkeetna, AK
Mirror Pond Pale Ale,0.05,40,American Pale Ale (APA),12,Deschutes Brewery,Bend, OR
Weissenheimer,0.052,16,Hefeweizen,12,Destihl Brewery,Bloomington, IL
Abbey's Single (2015- ),0.049,22,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL
Vertex IPA,0.063,76,American IPA,12,Destihl Brewery,Bloomington, IL
Here Gose Nothin',0.05,12,Gose,12,Destihl Brewery,Bloomington, IL
Hoperation Overload,0.096,85,American Double / Imperial IPA,12,Destihl Brewery,Bloomington, IL
Abbey's Single Ale (Current),0.049,22,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL
Bravo Four Point,0.044,45,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA
Striped Bass Pale Ale,0.052,26,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA
Deadicated Amber,0.054,27,American Amber / Red Ale,16,Devil's Canyon Brewery,Belmont, CA
California Sunshine Rye IPA,0.071,85,American IPA,16,Devil's Canyon Brewery,Belmont, CA
Full Boar Scotch Ale,0.074,12,Scotch Ale / Wee Heavy,16,Devil's Canyon Brewery,Belmont, CA
Filthy Hoppin' IPA,0.065,72,American IPA,16,Dirty Bucket Brewing Company,Woodinville, WA
Hop Abomination,0.066,100,American IPA,12,Dry Dock Brewing Company,Aurora, CO
Apricot Blonde,0.051,17,Fruit / Vegetable Beer,12,Dry Dock Brewing Company,Aurora, CO
Dry Dock Hefeweizen,0.043,12,Hefeweizen,12,Dry Dock Brewing Company,Aurora, CO
Dry Dock Amber Ale,0.058,49,American Amber / Red Ale,12,Dry Dock Brewing Company,Aurora, CO
Category 3 IPA,0.061,64,American IPA,12,Due South Brewing Company,Boynton Beach, FL
Dundee Summer Wheat Beer,0.045,18,American Pale Wheat Ale,12,Dundee Brewing Company,Rochester, NY
Crank Yanker IPA,0.078,74,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Crank Yanker IPA (2011),0.078,74,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Dottie Seattle Lager,0.049,25,American Amber / Red Lager,16,Emerald City Beer Company,Seattle, WA
Little Sister India Style Session Ale,0.043,60,American IPA,12,Everybody's Brewing,White Salmon, WA
Country Boy IPA,0.062,80,American IPA,12,Everybody's Brewing,White Salmon, WA
Blonde Czich,0.049,23,American Blonde Ale,16,Evil Czech Brewery,Mishawaka, IN
White Reaper,0.07,61,Belgian IPA,16,Evil Czech Brewery,Mishawaka, IN
General George Patton Pilsner,0.054,48,Czech Pilsener,16,Evil Czech Brewery,Mishawaka, IN
Iron Horse Pale Ale,0.05,32,American Pale Ale (APA),12,Fargo Brewing Company,Fargo, ND
Stone's Throw IPA,0.045,19,Scottish Ale,12,Fargo Brewing Company,Fargo, ND
Wood Chipper India Pale Ale,0.067,70,American IPA,12,Fargo Brewing Company,Fargo, ND
Trail Head,0.063,55,American Pale Ale (APA),12,Fat Head's Brewery,Middleburg Heights, OH
Hop Stalker Fresh Hop IPA,0.07,80,American IPA,16,Fat Head's Brewery,Middleburg Heights, OH
Sudice American Stout,0.07,58,American Stout,16,Fate Brewing Company,Boulder, CO
Parcae Belgian Style Pale Ale,0.05,20,Belgian Pale Ale,16,Fate Brewing Company,Boulder, CO
Norns Roggenbier,0.05,20,Roggenbier,16,Fate Brewing Company,Boulder, CO
Laimas Kölsch Style Ale,0.05,20,Kölsch,16,Fate Brewing Company,Boulder, CO
Moirai India Pale Ale,0.07,70,American IPA,16,Fate Brewing Company,Boulder, CO
Loki Red Ale,0.075,53,American Amber / Red Ale,16,Fearless Brewing Company,Estacada, OR
Loki Red Ale (2013),0.075,53,American Amber / Red Ale,16,Fearless Brewing Company,Estacada, OR
Second Fiddle,0.082,80,American Double / Imperial IPA,16,Fiddlehead Brewing Company,Shelburne, VT
Hodad Porter,0.055,30,American Porter,16,Fiddlehead Brewing Company,Shelburne, VT
Czech Yo Self,0.055,45,Czech Pilsener,12,Figueroa Mountain Brewing Company,Buellton, CA
FMB 101,0.048,20,Kölsch,12,Figueroa Mountain Brewing Company,Buellton, CA
Sobek & Set,0.08,80,American Black Ale,16,Finch's Beer Company,Chicago, IL
Wet Hot American Wheat Ale,0.05,22,American Pale Wheat Ale,16,Finch's Beer Company,Chicago, IL
Fascist Pig Ale,0.08,72,American Amber / Red Ale,16,Finch's Beer Company,Chicago, IL
Easy Jack,0.045,47,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA
Union Jack,0.075,75,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA
805,0.047,20,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA
Hinchtown Hammer Down,0.05,27,American Blonde Ale,16,Flat 12 Bierwerks,Indianapolis, IN
Half Cycle IPA,0.06,104,American IPA,16,Flat 12 Bierwerks,Indianapolis, IN
Snake Dog IPA,0.071,60,American IPA,12,Flying Dog Brewery,Frederick, MD
Underdog Atlantic Lager,0.047,28,American Pale Lager,12,Flying Dog Brewery,Frederick, MD
Flying Mouse 4,0.07,70,American IPA,12,Flying Mouse Brewery,Troutville, VA
What the Butler Saw,0.05,18,Witbier,12,Forgotten Boardwalk,Cherry Hill, NJ
1916 Shore Shiver,0.069,65,American IPA,12,Forgotten Boardwalk,Cherry Hill, NJ
Vortex IPA,0.074,97,American IPA,16,Fort George Brewery,Astoria, OR
Park,0.047,19,American Pale Wheat Ale,12,Fort Point Beer Company,San Francisco, CA
Westfalia,0.056,16,American Amber / Red Ale,12,Fort Point Beer Company,San Francisco, CA
KSA,0.046,17,Kölsch,12,Fort Point Beer Company,San Francisco, CA
Villager,0.063,42,American IPA,12,Fort Point Beer Company,San Francisco, CA
Dirty Bastard,0.085,50,Scotch Ale / Wee Heavy,12,Founders Brewing Company,Grand Rapids, MI
Centennial IPA,0.072,65,American IPA,12,Founders Brewing Company,Grand Rapids, MI
All Day IPA,0.047,42,American IPA,12,Founders Brewing Company,Grand Rapids, MI
El Chingon IPA,0.076,73,American IPA,12,Four Corners Brewing Company,Dallas, TX
Block Party Robust Porter,0.057,40,American Porter,12,Four Corners Brewing Company,Dallas, TX
Local Buzz,0.052,20,American Blonde Ale,12,Four Corners Brewing Company,Dallas, TX
The Gadget,0.064,90,American IPA,16,Four Fathers Brewing ,Valparaiso, IN
Sunbru Kölsch,0.052,17,Kölsch,12,Four Peaks Brewing Company,Tempe, AZ
Kilt Lifter Scottish-Style Ale,0.06,21,,12,Four Peaks Brewing Company,Tempe, AZ
Four Peaks Peach Ale,0.042,9,Fruit / Vegetable Beer,12,Four Peaks Brewing Company,Tempe, AZ
Hop Knot IPA,0.067,47,American IPA,12,Four Peaks Brewing Company,Tempe, AZ
Kilt Lifter Scottish-Style Ale (2009),0.06,21,Scottish Ale,12,Four Peaks Brewing Company,Tempe, AZ
Suncaster Summer Wheat,0.05,28,American Pale Wheat Ale,12,Four String Brewing Company,Columbus, OH
Brass Knuckle Pale Ale,0.057,36,American Pale Ale (APA),12,Four String Brewing Company,Columbus, OH
Big Star White IPA,0.07,70,American White IPA,12,Four String Brewing Company,Columbus, OH
Batch 69 IPA,0.069,69,American IPA,12,Frankenmuth Brewery,Frankenmuth, MI
Twisted Helles Summer Lager,0.055,18,Munich Helles Lager,12,Frankenmuth Brewery,Frankenmuth, MI
OktoberFiesta,0.053,27,,12,Freetail Brewing Company,San Antonio, TX
Texicali ,0.065,33,American Brown Ale,12,Freetail Brewing Company,San Antonio, TX
Bat Outta Helles,0.042,20,Munich Helles Lager,12,Freetail Brewing Company,San Antonio, TX
Rye Wit,0.042,10,Witbier,12,Freetail Brewing Company,San Antonio, TX
Soul Doubt,0.059,70,American IPA,12,Freetail Brewing Company,San Antonio, TX
Yo Soy Un Berliner,0.044,5,Berliner Weissbier,12,Freetail Brewing Company,San Antonio, TX
Harvest Ale,0.065,35,Saison / Farmhouse Ale,12,Fremont Brewing Company,Seattle, WA
Fremont Summer Ale,0.065,45,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Universale Pale Ale,0.056,30,American Pale Ale (APA),12,Fremont Brewing Company,Seattle, WA
Interurban IPA,0.065,80,American IPA,12,Fremont Brewing Company,Seattle, WA
Gateway Kolsch Style Ale,0.053,32,Kölsch,12,French Broad Brewery,Asheville, NC
Wee-Heavy-Er Scotch Ale,0.07,24,Scotch Ale / Wee Heavy,12,French Broad Brewery,Asheville, NC
13 Rebels ESB,0.052,42,Extra Special / Strong Bitter (ESB),12,French Broad Brewery,Asheville, NC
Salamander Slam,0.07,73,American IPA,16,Frog Level Brewing Company,Waynesville, NC
No Wake IPA,0.072,50,American IPA,12,Geneva Lake Brewing Company,Lake Geneva, WI
Boathouse Blonde,0.049,15,American Blonde Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI
Cedar Point,0.05,26,American Amber / Red Ale,12,Geneva Lake Brewing Company,Lake Geneva, WI
Clean Shave IPA,0.067,70,American IPA,12,Glabrous Brewing Company,Pineland, ME
Might As Well IPL,0.072,75,American Pale Lager,16,Golden Road Brewing,Los Angeles, CA
Saison Pamplemousse,0.058,35,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles, CA
2020 IPA,0.074,74,American IPA,16,Golden Road Brewing,Los Angeles, CA
Wolf Among Weeds IPA,0.08,70,American IPA,16,Golden Road Brewing,Los Angeles, CA
Better Weather IPA,0.094,92,American IPA,16,Golden Road Brewing,Los Angeles, CA
Point the Way IPA,0.059,60,American IPA,16,Golden Road Brewing,Los Angeles, CA
Golden Road Hefeweizen,0.046,15,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA
Heal the Bay IPA,0.068,65,American IPA,16,Golden Road Brewing,Los Angeles, CA
Get Up Offa That Brown,0.055,20,American Brown Ale,16,Golden Road Brewing,Los Angeles, CA
Burning Bush Smoked IPA,0.08,70,American IPA,16,Golden Road Brewing,Los Angeles, CA
Wolf Among Weeds IPA (2012),0.08,70,American IPA,16,Golden Road Brewing,Los Angeles, CA
Point the Way IPA (2012),0.059,60,American IPA,16,Golden Road Brewing,Los Angeles, CA
Golden Road Hefeweizen (2012),0.046,15,Hefeweizen,16,Golden Road Brewing,Los Angeles, CA
Vanilla Porter,0.07,11,American Porter,16,Gonzo's BiggDogg Brewing,Kalamazoo, MI
Descender IPA,0.07,70,American IPA,12,Good Life Brewing Company,Bend, OR
Sweet As Pacific Ale,0.06,18,American Pale Wheat Ale,12,Good Life Brewing Company,Bend, OR
Good People Pale Ale,0.056,36,American Pale Ale (APA),12,Good People Brewing Company,Birmingham, AL
Snake Handler Double IPA,0.093,103,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham, AL
Coffee Oatmeal Stout,0.06,54,Oatmeal Stout,12,Good People Brewing Company,Birmingham, AL
Good People IPA,0.06,64,American IPA,12,Good People Brewing Company,Birmingham, AL
Good People American Brown Ale,0.058,36,American Brown Ale,12,Good People Brewing Company,Birmingham, AL
Mountain Rescue Pale Ale,0.055,40,American Pale Ale (APA),12,Goodlife Brewing Co.,Bend, OR
Goose Island India Pale Ale,0.059,55,American IPA,12,Goose Island Brewery Company,Chicago, IL
312 Urban Pale Ale,0.054,30,American Pale Ale (APA),16,Goose Island Brewing Company,Chicago, IL
312 Urban Wheat Ale,0.042,18,American Pale Wheat Ale,16,Goose Island Brewing Company,Chicago, IL
312 Urban Wheat Ale (2012),0.042,20,American Pale Wheat Ale,12,Goose Island Brewing Company,Chicago, IL
Beaver Logger,0.052,19,American Pale Lager,12,Gore Range Brewery,Edwards, CO
Monarch Classic American Wheat,0.043,21,American Pale Wheat Ale,12,Grapevine Craft Brewery,Farmers Branch, TX
Sir William's English Brown Ale,0.049,21,English Brown Ale,12,Grapevine Craft Brewery,Farmers Branch, TX
Lakefire Rye Pale Ale,0.055,35,American Pale Ale (APA),12,Grapevine Craft Brewery,Farmers Branch, TX
Beer Agent Re-Ignition,0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Cherry Ale,0.057,18,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
Bourbon Barrel Aged Coconut Porter,0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent IPA,0.062,60,American IPA,16,Great Crescent Brewery,Aurora, IN
Aurora Lager,0.057,27,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora, IN
Great Crescent Blonde Ale,0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent Coconut Porter,0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent Oktoberfest Lager,0.057,25,Märzen / Oktoberfest,16,Great Crescent Brewery,Aurora, IN
Great Crescent Brown Ale,0.045,36,American Brown Ale,16,Great Crescent Brewery,Aurora, IN
Cherry Ale (1),0.057,18,Fruit / Vegetable Beer,16,Great Crescent Brewery,Aurora, IN
Aurora Lager (2011),0.057,27,Dortmunder / Export Lager,16,Great Crescent Brewery,Aurora, IN
Frosted Fields Winter Wheat,0.06,25,American Dark Wheat Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent Belgian Style Wit,0.051,13,Witbier,16,Great Crescent Brewery,Aurora, IN
Bourbon's Barrel Stout,0.075,65,American Stout,16,Great Crescent Brewery,Aurora, IN
Great Crescent Stout,0.08,66,English Stout,16,Great Crescent Brewery,Aurora, IN
Great Crescent Coconut Porter (2012),0.056,33,American Porter,16,Great Crescent Brewery,Aurora, IN
Great Crescent Dark Lager,0.057,23,Euro Dark Lager,16,Great Crescent Brewery,Aurora, IN
Great Crescent Mild Ale,0.042,26,English Dark Mild Ale,16,Great Crescent Brewery,Aurora, IN
Great Crescent IPA (2011),0.062,60,American IPA,16,Great Crescent Brewery,Aurora, IN
Great Crescent Blonde Ale (2011),0.053,22,American Blonde Ale,16,Great Crescent Brewery,Aurora, IN
Yeti  Imperial Stout,0.095,75,Russian Imperial Stout,12,Great Divide Brewing Company,Denver, CO
Black Star Double Hopped Golden Lager (24 oz.),0.045,15,American Pale Lager,24,Great Northern Brewing Company,Whitefish, MT
Black Star Double Hopped Golden Lager (12 oz.),0.045,15,American Pale Lager,12,Great Northern Brewing Company,Whitefish, MT
Commotion APA,0.052,49,American Pale Ale (APA),12,Great Raft Brewing Company,Shreveport, LA
Chickawawa Lemonale,0.05,5,Fruit / Vegetable Beer,12,Great River Brewery,Davenport, IA
Barrel Aged Farmer,0.07,22,American Brown Ale,16,Great River Brewery,Davenport, IA
Dos Pistolas,0.048,20,Vienna Lager,12,Great River Brewery,Davenport, IA
Owney Irish Style Red Ale,0.05,30,Irish Red Ale,16,Great River Brewery,Davenport, IA
Widespread Wit,0.055,10,Witbier,16,Great River Brewery,Davenport, IA
Roller Dam Red Ale,0.054,30,Irish Red Ale,16,Great River Brewery,Davenport, IA
483 Pale Ale,0.053,48,American Pale Ale (APA),16,Great River Brewery,Davenport, IA
Hop A Potamus Double Dark Rye Pale Ale,0.09,99,Rye Beer,16,Great River Brewery,Davenport, IA
Farmer Brown Ale,0.07,22,American Brown Ale,16,Great River Brewery,Davenport, IA
Big Cock IPA,0.07,70,American IPA,16,Great River Brewery,Davenport, IA
40th Annual Bix Street Fest Copper Ale (Current),0.048,25,American Amber / Red Ale,16,Great River Brewery,Davenport, IA
Redband Stout,0.06,36,American Stout,16,Great River Brewery,Davenport, IA
483 Pale Ale (2010),0.053,48,American Pale Ale (APA),16,Great River Brewery,Davenport, IA
Roller Dam Red Ale (2010),0.054,30,Irish Red Ale,16,Great River Brewery,Davenport, IA
Pablo Beach Pale Ale,0.05,30,American Pale Ale (APA),12,Green Room Brewing,Jacksonville, FL
Wild Trail Pale Ale,0.057,44,American Pale Ale (APA),12,Greenbrier Valley Brewing Company,Lewisburg, WV
Mothman Black IPA,0.067,71,American Black Ale,12,Greenbrier Valley Brewing Company,Lewisburg, WV
Captain's Daughter,0.085,69,American Double / Imperial IPA,12,Grey Sail Brewing Company,Westerly, RI
Flying Jenny Extra Pale Ale,0.06,54,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI
Hazy Day Belgian-Style Wit,0.04,20,Witbier,16,Grey Sail Brewing of Rhode Island,Westerly, RI
Leaning Chimney Smoked Porter,0.06,34,American Porter,16,Grey Sail Brewing of Rhode Island,Westerly, RI
Flying Jenny Extra Pale Ale (2012),0.06,54,American Pale Ale (APA),12,Grey Sail Brewing of Rhode Island,Westerly, RI
Flagship Ale,0.049,22,Cream Ale,12,Grey Sail Brewing of Rhode Island,Westerly, RI
Mr. Blue Sky,0.045,6,American Pale Wheat Ale,16,Griffin Claw Brewing Company,Birmingham, MI
Screamin’ Pumpkin,0.05,25,Pumpkin Ale,16,Griffin Claw Brewing Company,Birmingham, MI
Grand Trunk Bohemian Pils,0.05,35,Czech Pilsener,16,Griffin Claw Brewing Company,Birmingham, MI
El Rojo,0.065,25,American Amber / Red Ale,16,Griffin Claw Brewing Company,Birmingham, MI
Grind Line,0.05,35,American Pale Ale (APA),16,Griffin Claw Brewing Company,Birmingham, MI
Norm's Gateway IPA,0.04,55,American IPA,12,Griffin Claw Brewing Company,Birmingham, MI
Little Red Cap,0.063,43,Altbier,12,Grimm Brothers Brewhouse,Loveland, CO
Supergoose IPA,0.069,67,American IPA,12,Hale's Ales,Seattle, WA
Pursuit,0.07,40,American IPA,12,Half Full Brewery,Stamford, CT
Half Full Bright Ale,0.052,18,American Blonde Ale,12,Half Full Brewery,Stamford, CT
Orange Wheat,0.046,17,Fruit / Vegetable Beer,12,Hangar 24 Craft Brewery,Redlands, CA
Hangar 24 Helles Lager,0.043,14,Munich Helles Lager,12,Hangar 24 Craft Brewery,Redlands, CA
The Great Return,0.075,70,American IPA,16,Hardywood Park Craft Brewery,Richmond, VA
Hardywood Cream Ale,0.044,18,Cream Ale,12,Hardywood Park Craft Brewery,Richmond, VA
Capital Trail Pale Ale,0.056,55,American Pale Ale (APA),12,Hardywood Park Craft Brewery,Richmond, VA
UFO Gingerland,0.052,15,Herbed / Spiced Beer,12,Harpoon Brewery,Boston, MA
The Long Thaw White IPA,0.062,45,American White IPA,12,Harpoon Brewery,Boston, MA
Harpoon Summer Beer,0.05,28,Kölsch,12,Harpoon Brewery,Boston, MA
Harpoon IPA,0.059,42,American IPA,12,Harpoon Brewery,Boston, MA
UFO Pumpkin,0.059,20,Pumpkin Ale,12,Harpoon Brewery,Boston, MA
Harpoon Octoberfest,0.055,30,Märzen / Oktoberfest,12,Harpoon Brewery,Boston, MA
Harpoon IPA (2012),0.059,42,American IPA,12,Harpoon Brewery,Boston, MA
Harpoon Summer Beer (2012),0.05,28,Kölsch,12,Harpoon Brewery,Boston, MA
UFO White,0.048,10,American Pale Wheat Ale,12,Harpoon Brewery,Boston, MA
Harpoon Summer Beer (2010),0.05,28,Kölsch,12,Harpoon Brewery,Boston, MA
Harpoon IPA (2010),0.059,42,American IPA,12,Harpoon Brewery,Boston, MA
Groupe G,0.076,65,Belgian IPA,16,Headlands Brewing Company,Mill Valley, CA
Pt. Bonita Rustic Lager,0.062,40,American Pale Lager,16,Headlands Brewing Company,Mill Valley, CA
Hill 88 Double IPA,0.088,77,American Double / Imperial IPA,16,Headlands Brewing Company,Mill Valley, CA
Loose Cannon,0.072,45,American IPA,12,Heavy Seas Beer,Halethorpe, MD
AARGHtoberfest!,0.06,30,Märzen / Oktoberfest,12,Heavy Seas Beer,Halethorpe, MD
Grazias,0.063,30,Cream Ale,16,Hess Brewing Company,San Diego, CA
Habitus IPA,0.08,86,American IPA,16,Hess Brewing Company,San Diego, CA
Ex Umbris Rye Imperial Stout,0.099,85,American Double / Imperial Stout,16,Hess Brewing Company,San Diego, CA
The Golden One,0.063,21,American Pilsner,12,High Hops Brewery,Windsor, CO
The Power of Zeus,0.07,68,American Pale Ale (APA),12,High Hops Brewery,Windsor, CO
Tonganoxie Honey Wheat,0.044,22,American Pale Wheat Ale,12,High Noon Saloon And Brewery,Leavenworth, KS
The 12th Can™,0.045,32,American Pale Ale (APA),16,Hilliard's Beer,Seattle, WA
Hilliard's Pils,0.055,34,Czech Pilsener,16,Hilliard's Beer,Seattle, WA
Hilliard's Blonde,0.049,20,American Blonde Ale,16,Hilliard's Beer,Seattle, WA
Hilliard's Amber Ale,0.055,60,American Amber / Red Ale,16,Hilliard's Beer,Seattle, WA
Hilliard's Saison,0.066,30,Saison / Farmhouse Ale,16,Hilliard's Beer,Seattle, WA
Provision,0.042,25,Saison / Farmhouse Ale,12,Hop Farm Brewing Company,Pittsburgh, PA
One Nut Brown,0.047,28,American Brown Ale,12,Hop Farm Brewing Company,Pittsburgh, PA
Hop Farm IPA,0.058,45,American IPA,12,Hop Farm Brewing Company,Pittsburgh, PA
Double D Blonde,0.049,20,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR
Festeroo Winter Ale,0.078,60,American Strong Ale,12,Hop Valley Brewing Company,Springfield, OR
Proxima IPA,0.063,70,American IPA,12,Hop Valley Brewing Company,Springfield, OR
Double D Blonde (2013),0.049,20,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR
541 American Lager,0.048,13,American Pale Lager,12,Hop Valley Brewing Company,Springfield, OR
Alphadelic IPA,0.065,90,American IPA,12,Hop Valley Brewing Company,Springfield, OR
Alphadelic IPA (2011),0.065,90,American IPA,12,Hop Valley Brewing Company,Springfield, OR
Double D Blonde (2011),0.049,20,American Blonde Ale,12,Hop Valley Brewing Company,Springfield, OR
Alteration,0.051,40,Altbier,12,Hops & Grain Brewery,Austin, TX
Pale Dog,0.06,50,American Pale Ale (APA),12,Hops & Grain Brewery,Austin, TX
Totally Radler,0.027,21,Radler,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Rise Up Red,0.058,60,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR
Survival Stout,0.058,35,American Stout,16,Hopworks Urban Brewery,Portland, OR
Hopworks IPA,0.066,75,American IPA,16,Hopworks Urban Brewery,Portland, OR
Abominable Winter Ale,0.073,70,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR
Pigwar White India Pale Ale,0.06,60,American White IPA,16,Hopworks Urban Brewery,Portland, OR
Rise-Up Red (2014),0.058,60,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR
