id,brewery_id,name_x,style,abv,ibu,ounces,name_y,city,state
37,155,Ashland Amber Ale,American Amber / Red Ale,0.054,24,12,Caldera Brewing Company,Ashland, OR
36,155,Caldera IPA,American IPA,0.061,94,12,Caldera Brewing Company,Ashland, OR
2068,230,Imperial Pumpkin Stout,Pumpkin Ale,0.099,43,16,Cape Ann Brewing Company,Gloucester, MA
2067,230,Dead-Eye DIPA,American Double / Imperial IPA,0.09,130,16,Cape Ann Brewing Company,Gloucester, MA
2066,230,Fisherman's IPA,American IPA,0.055,64,12,Cape Ann Brewing Company,Gloucester, MA
2065,230,Fisherman's Pils,German Pilsener,0.054,35,12,Cape Ann Brewing Company,Gloucester, MA
2064,230,Fisherman's Brew,American Amber / Red Ale,0.055,30,12,Cape Ann Brewing Company,Gloucester, MA
1928,267,Cape Cod Red,American Amber / Red Ale,0.055,35,16,Cape Cod Beer,Hyannis, MA
1927,267,Beach Blonde,American Blonde Ale,0.049,10,16,Cape Cod Beer,Hyannis, MA
2227,192,Dark Voyage Black IPA (2013),American Black Ale,0.065,80,12,Capital Brewery,Middleton, WI
2226,192,Wisconsin Amber,Vienna Lager,0.052,28,12,Capital Brewery,Middleton, WI
2225,192,Lake House,Munich Helles Lager,0.046,18,12,Capital Brewery,Middleton, WI
1954,192,Ghost Ship White IPA,American IPA,0.056,55,12,Capital Brewery,Middleton, WI
1910,192,Lake House,Munich Helles Lager,0.046,18,16,Capital Brewery,Middleton, WI
1177,192,Mutiny IPA,American IPA,0.062,70,12,Capital Brewery,Middleton, WI
2255,179,Santa's Secret,Winter Warmer,0.059,22,16,Carolina Brewery,Pittsboro, NC
2094,222,Epitome,American Black Ale,0.099,100,16,Carton Brewing Company,Atlantic Highlands, NJ
1941,222,Monkey Chased the Weasel,Berliner Weissbier,0.039,9,16,Carton Brewing Company,Atlantic Highlands, NJ
1940,222,077XX,American Double / Imperial IPA,0.078,80,16,Carton Brewing Company,Atlantic Highlands, NJ
1439,222,Boat Beer,American IPA,0.042,35,12,Carton Brewing Company,Atlantic Highlands, NJ
1882,285,Whitecap Wit,Witbier,0.048,16,16,Catawba Island Brewing,Port Clinton, OH
1881,285,Seiche Scottish Ale,Scottish Ale,0.078,16,16,Catawba Island Brewing,Port Clinton, OH
2600,29,Gone A-Rye,American Double / Imperial IPA,0.085,90,16,Cedar Creek Brewery,Seven Points, TX
2052,29,Dankosaurus,American IPA,0.068,70,16,Cedar Creek Brewery,Seven Points, TX
1584,29,Scruffy's Smoked Alt,Smoked Beer,0.051,35,16,Cedar Creek Brewery,Seven Points, TX
1182,29,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),0.051,36,16,Cedar Creek Brewery,Seven Points, TX
1050,29,The Lawn Ranger,Cream Ale,0.05,18,16,Cedar Creek Brewery,Seven Points, TX
2377,122,Main St. Virginia Ale,Altbier,0.05,40,12,Center of the Universe Brewing C...,Ashland, VA
1839,122,Chin Music Amber Lager,American Amber / Red Lager,0.045,24,12,Center of the Universe Brewing C...,Ashland, VA
1248,122,Main St. Virginia Ale,Altbier,0.05,40,12,Center of the Universe Brewing C...,Ashland, VA
1247,122,Ray Ray’s Pale Ale,American Pale Ale (APA),0.052,42,12,Center of the Universe Brewing C...,Ashland, VA
1649,350,Chai Ale,Herbed / Spiced Beer,0.051,15,16,Central Coast Brewing Company,San Luis Obispo, CA
1648,350,Lucky Day IPA,American IPA,0.072,85,16,Central Coast Brewing Company,San Luis Obispo, CA
1647,350,Terrace Hill Double IPA,American Double / Imperial IPA,0.095,99,16,Central Coast Brewing Company,San Luis Obispo, CA
1646,350,Catch 23,American Black Ale,0.075,77,16,Central Coast Brewing Company,San Luis Obispo, CA
2056,236,Black Me Stout,American Stout,0.06,45,12,Champion Brewing Company,Charlottesville, VA
2055,236,Killer Kolsch,Kölsch,0.05,22,12,Champion Brewing Company,Charlottesville, VA
1933,236,Missile IPA,American IPA,0.07,65,12,Champion Brewing Company,Charlottesville, VA
2018,250,Ale Cider,Fruit / Vegetable Beer,0.065,8,16,Chapman's Brewing,Angola, IN
2017,250,Pail Ale,American Pale Ale (APA),0.055,30,16,Chapman's Brewing,Angola, IN
2080,226,8 Barrel,American Strong Ale,0.08,69,16,Chatham Brewing,Chatham, NY
2079,226,Oktoberfest,Märzen / Oktoberfest,0.055,40,16,Chatham Brewing,Chatham, NY
2380,121,IPA #11,American IPA,0.057,58,16,Cheboygan Brewing Company,Cheboygan, MI
2379,121,Blood Orange Honey,Fruit / Vegetable Beer,0.057,10,16,Cheboygan Brewing Company,Cheboygan, MI
2440,99,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,0.089,126,12,Christian Moerlein Brewing Company,Cincinnati, OH
567,526,Churchkey Pilsner Style Beer,American Pilsner,0.049,29,12,Churchkey Can Company,Seattle, WA
2349,141,Cubano Espresso,Bock,0.055,25,12,Cigar City Brewing Company,Tampa, FL
2014,141,Operation Homefront,American IPA,0.062,65,12,Cigar City Brewing Company,Tampa, FL
2013,141,Wandering Pelican,American Black Ale,0.082,65,12,Cigar City Brewing Company,Tampa, FL
1726,141,Hopped on the High Seas (Hop #529),American IPA,0.07,60,12,Cigar City Brewing Company,Tampa, FL
1725,141,Hopped on the High Seas (Calypso),American IPA,0.07,60,12,Cigar City Brewing Company,Tampa, FL
1694,141,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,0.07,60,12,Cigar City Brewing Company,Tampa, FL
1693,141,Hopped on the High Seas (Citra),American IPA,0.07,60,12,Cigar City Brewing Company,Tampa, FL
1692,141,Hopped on the High Seas (Ahtanum),American IPA,0.07,60,12,Cigar City Brewing Company,Tampa, FL
1142,141,Humidor Series India Pale Ale,American IPA,0.075,70,12,Cigar City Brewing Company,Tampa, FL
1141,141,Jai Alai IPA Aged on White Oak,American IPA,0.075,70,12,Cigar City Brewing Company,Tampa, FL
1140,141,José Martí American Porter,American Porter,0.08,65,12,Cigar City Brewing Company,Tampa, FL
1138,141,Maduro Brown Ale,English Brown Ale,0.055,25,12,Cigar City Brewing Company,Tampa, FL
571,141,Maduro Brown Ale,American Brown Ale,0.055,25,12,Cigar City Brewing Company,Tampa, FL
569,141,Tocobaga Red Ale,American Amber / Red Ale,0.072,75,12,Cigar City Brewing Company,Tampa, FL
546,141,Jai Alai IPA,American IPA,0.075,70,12,Cigar City Brewing Company,Tampa, FL
545,141,Florida Cracker Belgian Wit,Witbier,0.05,18,12,Cigar City Brewing Company,Tampa, FL
1772,320,Jacaranada Rye IPA,American IPA,0.067,60,16,Claremont Craft Ales,Claremont, CA
1393,418,Cascadian Dark Ale,American Black Ale,0.06,75,12,Coalition Brewing Company,Portland, OR
893,418,Wheat the People,American Pale Wheat Ale,0.044,13,16,Coalition Brewing Company,Portland, OR
1407,415,Tybee Island Blonde,American Blonde Ale,0.047,17,12,Coastal Empire Beer Company,Savannah, GA
1406,415,Savannah Brown Ale,American Brown Ale,0.062,55,12,Coastal Empire Beer Company,Savannah, GA
2438,101,Rhode Island Blueberry,Kölsch,0.046,11,12,Coastal Extreme Brewing Company,Newport, RI
2437,101,Newport Storm IPA,American IPA,0.065,75,12,Coastal Extreme Brewing Company,Newport, RI
751,101,Hurricane Amber Ale (2004),American Amber / Red Ale,0.052,24,12,Coastal Extreme Brewing Company,Newport, RI
120,101,Hurricane Amber Ale,American Amber / Red Ale,0.052,24,12,Coastal Extreme Brewing Company,Newport, RI
970,482,Des Moines IPA,American IPA,0.068,75,16,Confluence Brewing Company,Des Moines, IA
969,482,Capital Gold Golden Lager,German Pilsener,0.048,22,16,Confluence Brewing Company,Des Moines, IA
968,482,Farmer John's Multi-Grain Ale,American Blonde Ale,0.056,21,16,Confluence Brewing Company,Des Moines, IA
659,515,Crabtree Oatmeal Stout,Oatmeal Stout,0.075,29,16,Crabtree Brewing Company,Greeley, CO
556,515,Eclipse Black IPA,American Black Ale,0.077,71,16,Crabtree Brewing Company,Greeley, CO
2538,63,Neomexicanus Native,American Pale Ale (APA),0.06,46,12,Crazy Mountain Brewing Company,Edwards, CO
2355,63,Old Soul,Belgian Strong Pale Ale,0.075,25,12,Crazy Mountain Brewing Company,Edwards, CO
685,63,Lava Lake Wit,Witbier,0.052,15,12,Crazy Mountain Brewing Company,Edwards, CO
356,63,Crazy Mountain Amber Ale,American Amber / Red Ale,0.052,25,12,Crazy Mountain Brewing Company,Edwards, CO
2029,247,Tropicalia,American IPA,0.065,65,12,Creature Comforts,Athens, GA
2293,169,Aviator Raspberry Blonde,American Blonde Ale,0.049,25,12,Crooked Fence Brewing Company,Garden City, ID
1057,472,South Ridge Amber Ale,American Amber / Red Ale,0.06,31,16,Crystal Springs Brewing Company,Boulder, CO
681,472,Summertime Ale,Kölsch,0.052,23,16,Crystal Springs Brewing Company,Boulder, CO
1809,227,The Tradition,American Blonde Ale,0.05,15,12,DC Brau Brewing Company,Washington, DC
1263,227,El Hefe Speaks,Hefeweizen,0.053,11,12,DC Brau Brewing Company,Washington, DC
851,227,On the Wings of Armageddon,American Double / Imperial IPA,0.092,115,12,DC Brau Brewing Company,Washington, DC
186,227,The Corruption,American IPA,0.065,80,12,DC Brau Brewing Company,Washington, DC
1746,330,Dead Armadillo Amber Ale,American Amber / Red Ale,0.063,37,12,Dead Armadillo Craft Brewing,Tulsa, OK
2251,127,Oak Cliff Coffee Ale,American Brown Ale,0.075,33,12,Deep Ellum Brewing Company,Dallas, TX
2166,127,Dream Crusher Double IPA,American Double / Imperial IPA,0.085,100,12,Deep Ellum Brewing Company,Dallas, TX
1202,127,Farmhouse Wit,Saison / Farmhouse Ale,0.048,25,16,Deep Ellum Brewing Company,Dallas, TX
946,127,Dallas Blonde,American Blonde Ale,0.052,23,12,Deep Ellum Brewing Company,Dallas, TX
943,127,Deep Ellum IPA,American IPA,0.07,70,12,Deep Ellum Brewing Company,Dallas, TX
1886,283,Thrasher Session India Pale Ale,American IPA,0.045,44,12,Defiance Brewing Company,Hays, KS
1885,283,Gutch English Style Mild Ale,English Pale Mild Ale,0.05,16,12,Defiance Brewing Company,Hays, KS
1213,453,Chuli Stout,Irish Dry Stout,0.059,55,12,Denali Brewing Company,Talkeetna, AK
1159,453,Mother Ale,American Blonde Ale,0.056,46,12,Denali Brewing Company,Talkeetna, AK
947,453,Twister Creek India Pale Ale,American IPA,0.065,71,12,Denali Brewing Company,Talkeetna, AK
929,453,Single Engine Red,Irish Red Ale,0.058,46,12,Denali Brewing Company,Talkeetna, AK
1210,454,Mirror Pond Pale Ale,American Pale Ale (APA),0.05,40,12,Deschutes Brewery,Bend, OR
2550,57,Weissenheimer,Hefeweizen,0.052,16,12,Destihl Brewery,Bloomington, IL
2505,57,Abbey's Single (2015- ),Abbey Single Ale,0.049,22,12,Destihl Brewery,Bloomington, IL
2025,57,Vertex IPA,American IPA,0.063,76,12,Destihl Brewery,Bloomington, IL
2021,57,Here Gose Nothin',Gose,0.05,12,12,Destihl Brewery,Bloomington, IL
1888,57,Hoperation Overload,American Double / Imperial IPA,0.096,85,12,Destihl Brewery,Bloomington, IL
1887,57,Abbey's Single Ale (Current),Abbey Single Ale,0.049,22,12,Destihl Brewery,Bloomington, IL
2051,237,Bravo Four Point,American Pale Ale (APA),0.044,45,12,Devil's Backbone Brewing Company,Lexington, VA
1201,237,Striped Bass Pale Ale,American Pale Ale (APA),0.052,26,12,Devil's Backbone Brewing Company,Lexington, VA
924,491,Deadicated Amber,American Amber / Red Ale,0.054,27,16,Devil's Canyon Brewery,Belmont, CA
730,491,California Sunshine Rye IPA,American IPA,0.071,85,16,Devil's Canyon Brewery,Belmont, CA
647,491,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,0.074,12,16,Devil's Canyon Brewery,Belmont, CA
1795,311,Filthy Hoppin' IPA,American IPA,0.065,72,16,Dirty Bucket Brewing Company,Woodinville, WA
881,496,Hop Abomination,American IPA,0.066,100,12,Dry Dock Brewing Company,Aurora, CO
880,496,Apricot Blonde,Fruit / Vegetable Beer,0.051,17,12,Dry Dock Brewing Company,Aurora, CO
872,496,Dry Dock Hefeweizen,Hefeweizen,0.043,12,12,Dry Dock Brewing Company,Aurora, CO
871,496,Dry Dock Amber Ale,American Amber / Red Ale,0.058,49,12,Dry Dock Brewing Company,Aurora, CO
1685,340,Category 3 IPA,American IPA,0.061,64,12,Due South Brewing Company,Boynton Beach, FL
457,538,Dundee Summer Wheat Beer,American Pale Wheat Ale,0.045,18,12,Dundee Brewing Company,Rochester, NY
1382,369,Crank Yanker IPA,American IPA,0.078,74,16,Eddyline Brewery & Restaurant,Buena Vista, CO
395,369,Crank Yanker IPA (2011),American IPA,0.078,74,16,Eddyline Brewery & Restaurant,Buena Vista, CO
673,516,Dottie Seattle Lager,American Amber / Red Lager,0.049,25,16,Emerald City Beer Company,Seattle, WA
2292,170,Little Sister India Style Session Ale,American IPA,0.043,60,12,Everybody's Brewing,White Salmon, WA
1504,170,Country Boy IPA,American IPA,0.062,80,12,Everybody's Brewing,White Salmon, WA
2604,26,Blonde Czich,American Blonde Ale,0.049,23,16,Evil Czech Brewery,Mishawaka, IN
2432,26,White Reaper,Belgian IPA,0.07,61,16,Evil Czech Brewery,Mishawaka, IN
1967,26,General George Patton Pilsner,Czech Pilsener,0.054,48,16,Evil Czech Brewery,Mishawaka, IN
1722,335,Iron Horse Pale Ale,American Pale Ale (APA),0.05,32,12,Fargo Brewing Company,Fargo, ND
1435,335,Stone's Throw IPA,Scottish Ale,0.045,19,12,Fargo Brewing Company,Fargo, ND
1434,335,Wood Chipper India Pale Ale,American IPA,0.067,70,12,Fargo Brewing Company,Fargo, ND
2089,224,Trail Head,American Pale Ale (APA),0.063,55,12,Fat Head's Brewery,Middleburg Heights, OH
2088,224,Hop Stalker Fresh Hop IPA,American IPA,0.07,80,16,Fat Head's Brewery,Middleburg Heights, OH
1455,405,Sudice American Stout,American Stout,0.07,58,16,Fate Brewing Company,Boulder, CO
1454,405,Parcae Belgian Style Pale Ale,Belgian Pale Ale,0.05,20,16,Fate Brewing Company,Boulder, CO
1453,405,Norns Roggenbier,Roggenbier,0.05,20,16,Fate Brewing Company,Boulder, CO
1452,405,Laimas Kölsch Style Ale,Kölsch,0.05,20,16,Fate Brewing Company,Boulder, CO
1451,405,Moirai India Pale Ale,American IPA,0.07,70,16,Fate Brewing Company,Boulder, CO
2191,201,Loki Red Ale,American Amber / Red Ale,0.075,53,16,Fearless Brewing Company,Estacada, OR
895,201,Loki Red Ale (2013),American Amber / Red Ale,0.075,53,16,Fearless Brewing Company,Estacada, OR
1929,172,Second Fiddle,American Double / Imperial IPA,0.082,80,16,Fiddlehead Brewing Company,Shelburne, VT
1858,172,Hodad Porter,American Porter,0.055,30,16,Fiddlehead Brewing Company,Shelburne, VT
2590,36,Czech Yo Self,Czech Pilsener,0.055,45,12,Figueroa Mountain Brewing Company,Buellton, CA
1968,36,FMB 101,Kölsch,0.048,20,12,Figueroa Mountain Brewing Company,Buellton, CA
1664,256,Sobek & Set,American Black Ale,0.08,80,16,Finch's Beer Company,Chicago, IL
1662,256,Wet Hot American Wheat Ale,American Pale Wheat Ale,0.05,22,16,Finch's Beer Company,Chicago, IL
935,256,Fascist Pig Ale,American Amber / Red Ale,0.08,72,16,Finch's Beer Company,Chicago, IL
2569,48,Easy Jack,American IPA,0.045,47,12,Firestone Walker Brewing Company,Paso Robles, CA
2463,48,Union Jack,American IPA,0.075,75,12,Firestone Walker Brewing Company,Paso Robles, CA
1733,48,805,American Blonde Ale,0.047,20,12,Firestone Walker Brewing Company,Paso Robles, CA
2284,16,Hinchtown Hammer Down,American Blonde Ale,0.05,27,16,Flat 12 Bierwerks,Indianapolis, IN
1610,16,Half Cycle IPA,American IPA,0.06,104,16,Flat 12 Bierwerks,Indianapolis, IN
608,521,Snake Dog IPA,American IPA,0.071,60,12,Flying Dog Brewery,Frederick, MD
607,521,Underdog Atlantic Lager,American Pale Lager,0.047,28,12,Flying Dog Brewery,Frederick, MD
2566,50,Flying Mouse 4,American IPA,0.07,70,12,Flying Mouse Brewery,Troutville, VA
2111,217,What the Butler Saw,Witbier,0.05,18,12,Forgotten Boardwalk,Cherry Hill, NJ
2110,217,1916 Shore Shiver,American IPA,0.069,65,12,Forgotten Boardwalk,Cherry Hill, NJ
318,206,Vortex IPA,American IPA,0.074,97,16,Fort George Brewery,Astoria, OR
2661,4,Park,American Pale Wheat Ale,0.047,19,12,Fort Point Beer Company,San Francisco, CA
2660,4,Westfalia,American Amber / Red Ale,0.056,16,12,Fort Point Beer Company,San Francisco, CA
2659,4,KSA,Kölsch,0.046,17,12,Fort Point Beer Company,San Francisco, CA
2658,4,Villager,American IPA,0.063,42,12,Fort Point Beer Company,San Francisco, CA
2625,15,Dirty Bastard,Scotch Ale / Wee Heavy,0.085,50,12,Founders Brewing Company,Grand Rapids, MI
1565,15,Centennial IPA,American IPA,0.072,65,12,Founders Brewing Company,Grand Rapids, MI
1223,15,All Day IPA,American IPA,0.047,42,12,Founders Brewing Company,Grand Rapids, MI
1874,287,El Chingon IPA,American IPA,0.076,73,12,Four Corners Brewing Company,Dallas, TX
1873,287,Block Party Robust Porter,American Porter,0.057,40,12,Four Corners Brewing Company,Dallas, TX
1872,287,Local Buzz,American Blonde Ale,0.052,20,12,Four Corners Brewing Company,Dallas, TX
2610,22,The Gadget,American IPA,0.064,90,16,Four Fathers Brewing ,Valparaiso, IN
2309,160,Sunbru Kölsch,Kölsch,0.052,17,12,Four Peaks Brewing Company,Tempe, AZ
1635,160,Kilt Lifter Scottish-Style Ale,,0.06,21,12,Four Peaks Brewing Company,Tempe, AZ
1585,160,Four Peaks Peach Ale,Fruit / Vegetable Beer,0.042,9,12,Four Peaks Brewing Company,Tempe, AZ
358,160,Hop Knot IPA,American IPA,0.067,47,12,Four Peaks Brewing Company,Tempe, AZ
179,160,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,0.06,21,12,Four Peaks Brewing Company,Tempe, AZ
2427,105,Suncaster Summer Wheat,American Pale Wheat Ale,0.05,28,12,Four String Brewing Company,Columbus, OH
2425,105,Brass Knuckle Pale Ale,American Pale Ale (APA),0.057,36,12,Four String Brewing Company,Columbus, OH
2424,105,Big Star White IPA,American White IPA,0.07,70,12,Four String Brewing Company,Columbus, OH
1556,253,Batch 69 IPA,American IPA,0.069,69,12,Frankenmuth Brewery,Frankenmuth, MI
1208,253,Twisted Helles Summer Lager,Munich Helles Lager,0.055,18,12,Frankenmuth Brewery,Frankenmuth, MI
2527,66,OktoberFiesta,,0.053,27,12,Freetail Brewing Company,San Antonio, TX
2526,66,Texicali ,American Brown Ale,0.065,33,12,Freetail Brewing Company,San Antonio, TX
2524,66,Bat Outta Helles,Munich Helles Lager,0.042,20,12,Freetail Brewing Company,San Antonio, TX
2522,66,Rye Wit,Witbier,0.042,10,12,Freetail Brewing Company,San Antonio, TX
2521,66,Soul Doubt,American IPA,0.059,70,12,Freetail Brewing Company,San Antonio, TX
2520,66,Yo Soy Un Berliner,Berliner Weissbier,0.044,5,12,Freetail Brewing Company,San Antonio, TX
901,460,Harvest Ale,Saison / Farmhouse Ale,0.065,35,12,Fremont Brewing Company,Seattle, WA
875,460,Fremont Summer Ale,American Pale Ale (APA),0.065,45,12,Fremont Brewing Company,Seattle, WA
858,460,Universale Pale Ale,American Pale Ale (APA),0.056,30,12,Fremont Brewing Company,Seattle, WA
857,460,Interurban IPA,American IPA,0.065,80,12,Fremont Brewing Company,Seattle, WA
1300,433,Gateway Kolsch Style Ale,Kölsch,0.053,32,12,French Broad Brewery,Asheville, NC
1260,433,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,0.07,24,12,French Broad Brewery,Asheville, NC
1259,433,13 Rebels ESB,Extra Special / Strong Bitter (ESB),0.052,42,12,French Broad Brewery,Asheville, NC
2254,180,Salamander Slam,American IPA,0.07,73,16,Frog Level Brewing Company,Waynesville, NC
2077,228,No Wake IPA,American IPA,0.072,50,12,Geneva Lake Brewing Company,Lake Geneva, WI
2076,228,Boathouse Blonde,American Blonde Ale,0.049,15,12,Geneva Lake Brewing Company,Lake Geneva, WI
2075,228,Cedar Point,American Amber / Red Ale,0.05,26,12,Geneva Lake Brewing Company,Lake Geneva, WI
2426,106,Clean Shave IPA,American IPA,0.067,70,12,Glabrous Brewing Company,Pineland, ME
2045,240,Might As Well IPL,American Pale Lager,0.072,75,16,Golden Road Brewing,Los Angeles, CA
1960,240,Saison Pamplemousse,Saison / Farmhouse Ale,0.058,35,12,Golden Road Brewing,Los Angeles, CA
1777,240,2020 IPA,American IPA,0.074,74,16,Golden Road Brewing,Los Angeles, CA
1698,240,Wolf Among Weeds IPA,American IPA,0.08,70,16,Golden Road Brewing,Los Angeles, CA
1641,240,Better Weather IPA,American IPA,0.094,92,16,Golden Road Brewing,Los Angeles, CA
1490,240,Point the Way IPA,American IPA,0.059,60,16,Golden Road Brewing,Los Angeles, CA
1489,240,Golden Road Hefeweizen,Hefeweizen,0.046,15,16,Golden Road Brewing,Los Angeles, CA
1399,240,Heal the Bay IPA,American IPA,0.068,65,16,Golden Road Brewing,Los Angeles, CA
1296,240,Point the Way IPA,American IPA,0.059,60,12,Golden Road Brewing,Los Angeles, CA
991,240,Get Up Offa That Brown,American Brown Ale,0.055,20,16,Golden Road Brewing,Los Angeles, CA
750,240,Burning Bush Smoked IPA,American IPA,0.08,70,16,Golden Road Brewing,Los Angeles, CA
749,240,Wolf Among Weeds IPA (2012),American IPA,0.08,70,16,Golden Road Brewing,Los Angeles, CA
549,240,Point the Way IPA (2012),American IPA,0.059,60,16,Golden Road Brewing,Los Angeles, CA
548,240,Golden Road Hefeweizen (2012),Hefeweizen,0.046,15,16,Golden Road Brewing,Los Angeles, CA
2587,39,Vanilla Porter,American Porter,0.07,11,16,Gonzo's BiggDogg Brewing,Kalamazoo, MI
1109,464,Descender IPA,American IPA,0.07,70,12,Good Life Brewing Company,Bend, OR
1108,464,Sweet As Pacific Ale,American Pale Wheat Ale,0.06,18,12,Good Life Brewing Company,Bend, OR
1000,478,Good People Pale Ale,American Pale Ale (APA),0.056,36,12,Good People Brewing Company,Birmingham, AL
312,478,Snake Handler Double IPA,American Double / Imperial IPA,0.093,103,12,Good People Brewing Company,Birmingham, AL
311,478,Coffee Oatmeal Stout,Oatmeal Stout,0.06,54,12,Good People Brewing Company,Birmingham, AL
309,478,Good People IPA,American IPA,0.06,64,12,Good People Brewing Company,Birmingham, AL
308,478,Good People American Brown Ale,American Brown Ale,0.058,36,12,Good People Brewing Company,Birmingham, AL
2205,194,Mountain Rescue Pale Ale,American Pale Ale (APA),0.055,40,12,Goodlife Brewing Co.,Bend, OR
2198,196,Goose Island India Pale Ale,American IPA,0.059,55,12,Goose Island Brewery Company,Chicago, IL
2457,88,312 Urban Pale Ale,American Pale Ale (APA),0.054,30,16,Goose Island Brewing Company,Chicago, IL
2202,88,312 Urban Pale Ale,American Pale Ale (APA),0.054,30,12,Goose Island Brewing Company,Chicago, IL
2201,88,312 Urban Wheat Ale,American Pale Wheat Ale,0.042,18,16,Goose Island Brewing Company,Chicago, IL
1829,88,312 Urban Wheat Ale,American Pale Wheat Ale,0.042,18,12,Goose Island Brewing Company,Chicago, IL
581,88,312 Urban Wheat Ale (2012),American Pale Wheat Ale,0.042,20,12,Goose Island Brewing Company,Chicago, IL
1383,420,Beaver Logger,American Pale Lager,0.052,19,12,Gore Range Brewery,Edwards, CO
2129,213,Monarch Classic American Wheat,American Pale Wheat Ale,0.043,21,12,Grapevine Craft Brewery,Farmers Branch, TX
2127,213,Sir William's English Brown Ale,English Brown Ale,0.049,21,12,Grapevine Craft Brewery,Farmers Branch, TX
2126,213,Lakefire Rye Pale Ale,American Pale Ale (APA),0.055,35,12,Grapevine Craft Brewery,Farmers Branch, TX
2303,165,Beer Agent Re-Ignition,American Blonde Ale,0.053,22,16,Great Crescent Brewery,Aurora, IN
1990,165,Cherry Ale,Fruit / Vegetable Beer,0.057,18,16,Great Crescent Brewery,Aurora, IN
1702,165,Bourbon Barrel Aged Coconut Porter,American Porter,0.056,33,16,Great Crescent Brewery,Aurora, IN
1701,165,Great Crescent IPA,American IPA,0.062,60,16,Great Crescent Brewery,Aurora, IN
1700,165,Aurora Lager,Dortmunder / Export Lager,0.057,27,16,Great Crescent Brewery,Aurora, IN
1699,165,Great Crescent Blonde Ale,American Blonde Ale,0.053,22,16,Great Crescent Brewery,Aurora, IN
1269,165,Great Crescent Coconut Porter,American Porter,0.056,33,16,Great Crescent Brewery,Aurora, IN
930,165,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,0.057,25,16,Great Crescent Brewery,Aurora, IN
649,165,Great Crescent Brown Ale,American Brown Ale,0.045,36,16,Great Crescent Brewery,Aurora, IN
639,165,Cherry Ale (1),Fruit / Vegetable Beer,0.057,18,16,Great Crescent Brewery,Aurora, IN
626,165,Aurora Lager (2011),Dortmunder / Export Lager,0.057,27,16,Great Crescent Brewery,Aurora, IN
615,165,Frosted Fields Winter Wheat,American Dark Wheat Ale,0.06,25,16,Great Crescent Brewery,Aurora, IN
478,165,Great Crescent Belgian Style Wit,Witbier,0.051,13,16,Great Crescent Brewery,Aurora, IN
455,165,Bourbon's Barrel Stout,American Stout,0.075,65,16,Great Crescent Brewery,Aurora, IN
442,165,Great Crescent Stout,English Stout,0.08,66,16,Great Crescent Brewery,Aurora, IN
441,165,Great Crescent Coconut Porter (2012),American Porter,0.056,33,16,Great Crescent Brewery,Aurora, IN
440,165,Great Crescent Dark Lager,Euro Dark Lager,0.057,23,16,Great Crescent Brewery,Aurora, IN
439,165,Great Crescent Mild Ale,English Dark Mild Ale,0.042,26,16,Great Crescent Brewery,Aurora, IN
436,165,Great Crescent IPA (2011),American IPA,0.062,60,16,Great Crescent Brewery,Aurora, IN
389,165,Great Crescent Blonde Ale (2011),American Blonde Ale,0.053,22,16,Great Crescent Brewery,Aurora, IN
2644,6,Yeti  Imperial Stout,Russian Imperial Stout,0.095,75,12,Great Divide Brewing Company,Denver, CO
404,543,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,0.045,15,24,Great Northern Brewing Company,Whitefish, MT
164,543,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,0.045,15,12,Great Northern Brewing Company,Whitefish, MT
1923,269,Commotion APA,American Pale Ale (APA),0.052,49,12,Great Raft Brewing Company,Shreveport, LA
1604,365,Chickawawa Lemonale,Fruit / Vegetable Beer,0.05,5,12,Great River Brewery,Davenport, IA
1574,365,Barrel Aged Farmer,American Brown Ale,0.07,22,16,Great River Brewery,Davenport, IA
1244,365,Dos Pistolas,Vienna Lager,0.048,20,12,Great River Brewery,Davenport, IA
1064,365,Owney Irish Style Red Ale,Irish Red Ale,0.05,30,16,Great River Brewery,Davenport, IA
865,365,Widespread Wit,Witbier,0.055,10,16,Great River Brewery,Davenport, IA
864,365,Roller Dam Red Ale,Irish Red Ale,0.054,30,16,Great River Brewery,Davenport, IA
863,365,483 Pale Ale,American Pale Ale (APA),0.053,48,16,Great River Brewery,Davenport, IA
672,365,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,0.09,99,16,Great River Brewery,Davenport, IA
655,365,Farmer Brown Ale,American Brown Ale,0.07,22,16,Great River Brewery,Davenport, IA
540,365,Big Cock IPA,American IPA,0.07,70,16,Great River Brewery,Davenport, IA
539,365,Oktoberfest,Märzen / Oktoberfest,0.059,25,16,Great River Brewery,Davenport, IA
517,365,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,0.048,25,16,Great River Brewery,Davenport, IA
371,365,Redband Stout,American Stout,0.06,36,16,Great River Brewery,Davenport, IA
190,365,483 Pale Ale (2010),American Pale Ale (APA),0.053,48,16,Great River Brewery,Davenport, IA
